event,owner,liquidated,first_liq,block_label,block_time,health_factor
usdc,0x783d84d175bcc6312520ae45daa15c7eaab75b28,true,2023-03-11T06:44:35.000Z,h84,2023-03-12T12:00:00Z,1.1016
usdc,0x783d84d175bcc6312520ae45daa15c7eaab75b28,true,2023-03-11T06:44:35.000Z,h90,2023-03-12T18:00:00Z,1.1194
usdc,0x783d84d175bcc6312520ae45daa15c7eaab75b28,true,2023-03-11T06:44:35.000Z,h96,2023-03-13T00:00:00Z,1.1456
usdc,0x783d84d175bcc6312520ae45daa15c7eaab75b28,true,2023-03-11T06:44:35.000Z,h102,2023-03-13T06:00:00Z,1.1468
usdc,0x783d84d175bcc6312520ae45daa15c7eaab75b28,true,2023-03-11T06:44:35.000Z,h108,2023-03-13T12:00:00Z,1.1573
usdc,0x783d84d175bcc6312520ae45daa15c7eaab75b28,true,2023-03-11T06:44:35.000Z,h114,2023-03-13T18:00:00Z,1.1592
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h00,2023-03-09T00:00:00Z,1.096
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h06,2023-03-09T06:00:00Z,1.096
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h12,2023-03-09T12:00:00Z,1.0959
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h18,2023-03-09T18:00:00Z,1.0959
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h24,2023-03-10T00:00:00Z,1.0924
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h30,2023-03-10T06:00:00Z,1.0935
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h36,2023-03-10T12:00:00Z,1.0929
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h42,2023-03-10T18:00:00Z,1.0943
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h48,2023-03-11T00:00:00Z,1.0832
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h54,2023-03-11T06:00:00Z,1.0165
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h60,2023-03-11T12:00:00Z,1.0663
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h66,2023-03-11T18:00:00Z,1.0999
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h72,2023-03-12T00:00:00Z,1.1368
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h78,2023-03-12T06:00:00Z,1.1254
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h84,2023-03-12T12:00:00Z,1.1132
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h90,2023-03-12T18:00:00Z,1.1312
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h96,2023-03-13T00:00:00Z,1.1576
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h102,2023-03-13T06:00:00Z,1.1589
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h108,2023-03-13T12:00:00Z,1.1694
usdc,0x32d2d8a08e29668492724b83d81c750123b6b905,true,2023-03-11T06:44:35.000Z,h114,2023-03-13T18:00:00Z,1.1714
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h00,2023-03-09T00:00:00Z,1.0352
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h06,2023-03-09T06:00:00Z,1.0351
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h12,2023-03-09T12:00:00Z,1.0351
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h18,2023-03-09T18:00:00Z,1.035
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h24,2023-03-10T00:00:00Z,1.0316
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h30,2023-03-10T06:00:00Z,1.0326
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h36,2023-03-10T12:00:00Z,1.0319
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h42,2023-03-10T18:00:00Z,1.0332
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h48,2023-03-11T00:00:00Z,1.0226
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h54,2023-03-11T06:00:00Z,1.0353
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h60,2023-03-11T12:00:00Z,1.0916
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h66,2023-03-11T18:00:00Z,1.1264
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h72,2023-03-12T00:00:00Z,1.1647
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h78,2023-03-12T06:00:00Z,1.1534
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h84,2023-03-12T12:00:00Z,1.1413
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h90,2023-03-12T18:00:00Z,1.1601
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h96,2023-03-13T00:00:00Z,1.1878
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h102,2023-03-13T06:00:00Z,1.1894
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h108,2023-03-13T12:00:00Z,1.2004
usdc,0xa6a22bf9285f2b549caa0a8a49eb7ea9dfd8d03e,true,2023-03-11T03:35:35.000Z,h114,2023-03-13T18:00:00Z,1.2027
